Sample	Total Reads After Trimming	Hisat2 Human Mapped Reads	Hisat2 Human Unmapped Reads	Hisat2 % Human Mapped Reads	Total Reads After Removing Duplicates	BWA-MEM SARS-CoV-2 Mapped Reads	BWA % SARS-CoV-2 Mapped Reads	Mean of Coverage Depth	Standard Deviation of Coverage Depth	Mean Mapping Quality	GC Percentage	Error Rate	Collection Date	Gender	Age
SRX8325403	194868	38	194830	0.02%	118653	118650	100%	395.5873X	186.3941X	59.9917	37.91%	0.0008	2020-04	-	-
SRX7976140	13310	4876	8434	36.64%	220	136	61.82%	0.6366X	1.8462X	10.4678	40.28%	0.0032	Mar-2020	-	-
SRX8325864	-	-	-	-	-	-	-	-	-	-	-	-	2020-03-30	-	-
SRX8133060	-	-	-	-	-	-	-	-	-	-	-	-	2020-03	-	-
SRX8336048	14915928	1491592	13424336	10.00%	12776494	263578	2.06%	557.9912X	400.1234X	59.8708	38.65%	0.0018	2020-03-06	-	-
SRX8173986	14214	48	14166	0.34%	10055	9785	97.31%	47.0723X	169.5595X	13.2426	38.15%	0.001	2020-04-02	-	-
SRX8237211	455752	0	455752	0.00%	275776	275657	99.96%	1,362.4504X	867.7723X	59.9691	37.76%	0.0009	2020-04-03	-	-
SRX8173972	229994	0	229994	0.00%	142212	142204	99.99%	699.3305X	437.8469X	59.6858	38.01%	0.001	2020-03-16	-	-
SRX8325838	-	-	-	-	-	-	-	-	-	-	-	-	2020-03-31	-	-
SRX8237229	363268	36	363232	0.01%	206945	206935	100%	1,022.0003X	630.7995X	59.6954	37.73%	0.0007	2020-04-02	-	-
SRX7989180	276280	524	275756	0.19%	111607	111506	99.91%	547.1855X	812.465X	52.9306	37.86%	0.0006	2020-03	-	-
SRX8173975	262390	0	262390	0.00%	170257	170245	99.99%	836.8855X	501.7196X	59.987	37.75%	0.001	2020-03-17	-	-
SRX8237216	281112	112	281000	0.04%	142303	137569	96.67%	676.1153X	660.6576X	59.852	38.17%	0.0007	2020-04-03	-	-
SRX8055169	615344	0	615344	0.00%	310412	310358	99.98%	1,522.6185X	763.0557X	59.9757	37.81%	0.0008	2020-03	-	-
SRX8173981	389988	0	389988	0.00%	226082	226063	99.99%	1,108.7128X	654.3829X	59.6884	37.88%	0.001	2020-04-02	-	-
SRX8325836	-	-	-	-	-	-	-	-	-	-	-	-	2020-03-30	-	-
SRX8173988	260644	0	260644	0.00%	166051	166049	100%	819.8449X	477.8907X	59.6873	37.8%	0.0011	2020-04-02	-	-
SRX8237220	1199612	0	1199612	0.00%	312845	299222	95.65%	1,428.25X	1,920.6699X	48.5105	37.79%	0.0005	2020-03-15	-	-
SRX8336046	3551362	105475	3445887	2.97%	1293525	439669	33.99%	881.942X	843.0102X	59.9144	38.85%	0.0019	2020-03-06	-	-
SRX8364405	341686	0	341686	0.00%	195245	195207	99.98%	951.7172X	647.5952X	59.8357	38.16%	0.0009	2020-04-01	-	-
SRX7989189	241736	24	241712	0.01%	125660	125652	99.99%	616.8253X	610.1388X	59.6966	38.04%	0.0005	2020-03	-	-
SRX7777166	943872	0	943872	0.00%	710560	710556	100%	5,130.7032X	3,399.2368X	59.9866	39.48%	0.0018	2020-02-14	-	-
SRX8237218	313168	0	313168	0.00%	183970	183935	99.98%	906.0584X	536.7413X	59.6868	37.86%	0.0009	2020-04-02	-	-
SRX8055167	387432	0	387432	0.00%	181077	181067	99.99%	894.1592X	916.4062X	58.9447	37.92%	0.0004	2020-03	-	-
SRX8325831	-	-	-	-	-	-	-	-	-	-	-	-	2020-04-03	-	-
SRX8171610	-	-	-	-	-	-	-	-	-	-	-	-	2020-03	-	-
SRX8364402	1107842	0	1107842	0.00%	514450	514339	99.98%	2,485.4513X	1,304.2844X	59.9906	37.85%	0.0007	2020-04-06	-	-
SRX8336041	646300	65147	581153	10.08%	408127	17325	4.25%	30.9248X	166.6939X	50.3563	38.5%	0.0006	2020-03-06	-	-
SRX8237227	337684	0	337684	0.00%	231888	231886	100%	1,152.2864X	784.4641X	59.9932	37.52%	0.0006	2020-04-02	-	-
SRX8325402	232466	581	231885	0.25%	132623	132525	99.93%	441.9407X	222.5626X	59.3813	37.86%	0.0009	2020-04	-	-
SRX8133061	-	-	-	-	-	-	-	-	-	-	-	-	2020-03	-	-
SRX7976141	1100774	4733	1096041	0.43%	937	799	85.27%	2.6913X	13.0347X	10.6712	39.78%	0.0044	Mar-2020	-	-
SRX8325865	-	-	-	-	-	-	-	-	-	-	-	-	2020-04-04	-	-
SRX8325405	208208	229	207979	0.11%	123040	122996	99.96%	410.5757X	200.0554X	59.98	37.84%	0.001	2020-04	-	-
SRX8133059	-	-	-	-	-	-	-	-	-	-	-	-	2020-03	-	-
SRX8325862	-	-	-	-	-	-	-	-	-	-	-	-	2020-03-30	-	-
SRX7976146	771444	745909	25535	96.69%	31382	13	0.04%	0.0459X	0.3136X	2.0167	37.34%	0.0015	Mar-2020	-	-
SRX8133066	-	-	-	-	-	-	-	-	-	-	-	-	2020-03	-	-
SRX8336024	5682186	42048	5640138	0.74%	997096	854403	85.69%	1,661.534X	1,421.713X	59.9111	38.58%	0.002	2020-03-10	-	-
SRX8325433	258344	258	258086	0.10%	145391	145319	99.95%	484.9986X	194.4602X	59.8559	37.79%	0.0007	2020-04	-	-
SRX8237242	276246	0	276246	0.00%	146713	145072	98.88%	707.5601X	766.4374X	55.9185	38.28%	0.0009	2020-03-12	-	-
SRX8325854	-	-	-	-	-	-	-	-	-	-	-	-	2020-01-19	-	-
SRX8133050	-	-	-	-	-	-	-	-	-	-	-	-	2020-03	-	-
SRX8133068	-	-	-	-	-	-	-	-	-	-	-	-	2020-03	-	-
SRX8237245	379768	0	379768	0.00%	209869	209855	99.99%	1,033.206X	617.5984X	59.8411	37.93%	0.0007	2020-04-06	-	-
SRX8336023	240354	22593	217761	9.40%	101525	25566	25.18%	50.3613X	72.887X	59.8614	38.35%	0.0017	2020-03-10	-	-
SRX8325434	287154	28	287126	0.01%	157598	157596	100%	526.0015X	243.8579X	59.9897	37.78%	0.0008	2020-04	-	-
SRX8133057	-	-	-	-	-	-	-	-	-	-	-	-	2020-03	-	-
SRX8325853	-	-	-	-	-	-	-	-	-	-	-	-	2020-04-02	-	-
SRX8173597	-	-	-	-	-	-	-	-	-	-	-	-	2020-04	-	-
SRX8325429	232968	5567	227401	2.39%	130640	130085	99.58%	434.6284X	198.2888X	59.9924	37.66%	0.0009	2020-04	-	-
SRX8325416	247930	198	247732	0.08%	139321	139295	99.98%	464.98X	219.4333X	59.992	37.88%	0.0008	2020-04	-	-
SRX8336039	3597730	211906	3385824	5.89%	2104011	262814	12.49%	524.7235X	350.7024X	59.9014	38.47%	0.0019	2020-03-06	-	-
SRX8173590	-	-	-	-	-	-	-	-	-	-	-	-	2020-03	-	-
SRX8325411	124108	3363	120745	2.71%	81793	81364	99.48%	271.8851X	127.4943X	59.9888	37.52%	0.0008	2020-04	-	-
SRX8325418	210078	252	209826	0.12%	125293	125236	99.95%	417.8016X	206.222X	59.9875	37.89%	0.0009	2020-04	-	-
SRX8325840	-	-	-	-	-	-	-	-	-	-	-	-	2020-03-31	-	-
SRX8133044	-	-	-	-	-	-	-	-	-	-	-	-	2020-03	-	-
SRX8336030	757262	246413	510849	32.54%	618670	9	0%	0.0243X	0.3121X	0.5171	28.2%	0	2020-03-10	-	-
SRX8325427	17122	3	17119	0.02%	15628	15628	100%	52.1844X	32.2901X	59.6917	37.85%	0.0009	2020-04	-	-
SRX8173599	-	-	-	-	-	-	-	-	-	-	-	-	2020-04	-	-
SRX8133043	-	-	-	-	-	-	-	-	-	-	-	-	2020-03	-	-
SRX8325847	-	-	-	-	-	-	-	-	-	-	-	-	2020-04-04	-	-
SRX8336037	530526	18674	511852	3.52%	129215	73254	56.69%	146.2865X	206.3813X	59.9402	38.67%	0.0017	2020-03-10	-	-
SRX8325420	280346	56	280290	0.02%	155905	155882	99.99%	520.2142X	236.9909X	59.9949	37.74%	0.0007	2020-04	-	-
SRX8237251	521942	0	521942	0.00%	222408	221965	99.8%	1,090.3553X	930.6793X	59.6819	38.09%	0.0009	2020-03-12	-	-
SRX8173992	1015532	0	1015532	0.00%	378433	377287	99.7%	1,816.8547X	1,424.3493X	59.6874	38.39%	0.0012	2020-04-03	-	-
SRX8237205	699034	69	698965	0.01%	299188	299029	99.95%	1,458.1374X	1,090.5119X	59.9848	38.31%	0.0011	2020-04-03	-	-
SRX8336063	2478054	265647	2212407	10.72%	2294350	15396	0.67%	23.9459X	152.0738X	41.0666	36.84%	0.001	2020-03-08	-	-
SRX7989193	311112	31	311081	0.01%	179736	179701	99.98%	888.2791X	511.8477X	59.9946	37.86%	0.0006	2020-03	-	-
SRX7918726	597962	0	597962	0.00%	326582	326582	100%	1,377.7985X	905.7814X	59.996	38.61%	0.0006	2020-03-11	-	-
SRX8237202	250626	0	250626	0.00%	164527	164525	100%	812.3969X	453.6744X	59.9905	37.67%	0.0009	2020-03-29	-	-
SRX8173995	390494	39	390455	0.01%	191448	190207	99.35%	898.8819X	906.1882X	59.3736	38.81%	0.0016	2020-04-03	-	-
SRX8336052	1379954	9107	1370847	0.66%	330629	248466	75.15%	472.0137X	566.877X	59.9796	38.79%	0.0019	2020-03-08	-	-
SRX7976139	287286	172	287114	0.06%	349	224	64.18%	1.0901X	3.4568X	8.7167	39.45%	0.0056	Mar-2020	-	-
SRX8237234	292418	175	292243	0.06%	168935	168905	99.98%	831.1474X	488.8559X	59.9849	37.96%	0.0008	2020-04-05	-	-
SRX8364411	431032	129	430903	0.03%	120034	119343	99.42%	578.9868X	1,276.5781X	28.5699	38.35%	0.0011	2020-04-07	-	-
SRX8325822	-	-	-	-	-	-	-	-	-	-	-	-	2020-04-02	-	-
SRX8171603	-	-	-	-	-	-	-	-	-	-	-	-	2020-04	-	-
SRX8055174	291452	0	291452	0.00%	169138	169078	99.96%	836.13X	487.379X	59.6897	37.85%	0.0007	2020-03	-	-
SRX8055180	443098	0	443098	0.00%	294848	294840	100%	1,463.6684X	893.1077X	59.9948	37.96%	0.0006	2020-03	-	-
SRX8237233	269036	0	269036	0.00%	175802	175796	100%	866.0394X	546.2417X	59.9726	37.63%	0.0007	2020-04-05	-	-
SRX8325442	210470	336	210134	0.16%	124929	124894	99.97%	416.9119X	186.2653X	59.9917	37.91%	0.0007	2020-04	-	-
SRX8336055	331672	5903	325769	1.78%	102510	52910	51.61%	101.4215X	200.988X	59.9785	39.32%	0.0019	2020-03-08	-	-
SRX8055173	825918	0	825918	0.00%	497415	497372	99.99%	2,465.0646X	1,131.9234X	59.996	38.07%	0.0005	2020-03	-	-
SRX8171604	-	-	-	-	-	-	-	-	-	-	-	-	2020-03	-	-
SRX8325825	-	-	-	-	-	-	-	-	-	-	-	-	2020-03-31	-	-
SRX8325846	-	-	-	-	-	-	-	-	-	-	-	-	2020-03-26	-	-
SRX7972536	3773342	84522	3688820	2.24%	1997837	1485058	74.33%	13,969.6444X	2,949.6276X	59.9466	38.18%	0.001	2020-01-19	-	-
SRX8133042	-	-	-	-	-	-	-	-	-	-	-	-	2020-03	-	-
SRX8237250	682418	0	682418	0.00%	353282	353267	100%	1,728.4197X	938.3055X	59.9299	37.75%	0.0007	2020-03-12	-	-
SRX8325421	126050	25600	100450	20.31%	71477	67762	94.8%	226.1633X	120.936X	59.8501	37.71%	0.0008	2020-04	-	-
SRX8336036	2072228	800087	1272141	38.61%	1234293	39074	3.17%	60.9466X	260.6776X	57.4283	36.33%	0.0022	2020-03-10	-	-
SRX8133045	-	-	-	-	-	-	-	-	-	-	-	-	2020-03	-	-
SRX8325419	243736	0	243736	0.00%	138678	138676	100%	462.7797X	232.3986X	59.9932	37.81%	0.0007	2020-04	-	-
SRX8325841	-	-	-	-	-	-	-	-	-	-	-	-	2020-04-05	-	-
SRX8173598	-	-	-	-	-	-	-	-	-	-	-	-	2020-04	-	-
SRX8325426	267418	133	267285	0.05%	147864	147850	99.99%	493.3127X	226.2994X	59.9848	37.73%	0.0009	2020-04	-	-
SRX8336031	2511038	1047605	1463433	41.72%	1567033	29177	1.86%	47.0867X	251.2511X	53.9664	38.48%	0.0049	2020-03-10	-	-
SRX8173591	-	-	-	-	-	-	-	-	-	-	-	-	2020-04	-	-
SRX8336038	2039896	567091	1472805	27.80%	1738722	734	0.04%	1.0685X	14.2039X	11.1956	25.8%	0.0012	2020-03-10	-	-
SRX8325410	226870	181	226689	0.08%	132307	132277	99.98%	441.5499X	222.5369X	59.9955	37.82%	0.0007	2020-04	-	-
SRX8325848	-	-	-	-	-	-	-	-	-	-	-	-	2020-04-04	-	-
SRX8325428	253018	101	252917	0.04%	141525	141519	100%	472.3217X	227.2131X	59.9904	37.8%	0.0008	2020-04	-	-
SRX8173596	-	-	-	-	-	-	-	-	-	-	-	-	2020-04	-	-
SRX8325417	237726	261	237465	0.11%	134392	134354	99.97%	448.7018X	213.4013X	59.9945	37.76%	0.0007	2020-04	-	-
SRX8336054	7413454	589369	6824085	7.95%	5251868	424519	8.08%	685.5385X	1,033.6824X	59.8762	38.26%	0.0016	2020-03-08	-	-
SRX8325443	258522	0	258522	0.00%	147354	147354	100%	491.7701X	226.1023X	59.9959	37.79%	0.0007	2020-04	-	-
SRX8237232	419952	41	419911	0.01%	155662	149155	95.82%	729.2834X	1,061.2324X	46.4622	39.45%	0.0011	2020-04-05	-	-
SRX8055172	-	-	-	-	-	-	-	-	-	-	-	-	2020-03	-	-
SRX8325824	-	-	-	-	-	-	-	-	-	-	-	-	2020-04-02	-	-
SRX8171605	-	-	-	-	-	-	-	-	-	-	-	-	2020-04	-	-
SRX7976138	249538	1272	248266	0.51%	367	273	74.39%	1.3051X	3.7998X	10.3722	39.69%	0.0049	Mar-2020	-	-
SRX8237235	257994	0	257994	0.00%	152813	152807	100%	754.5797X	453.9798X	59.6928	37.89%	0.0007	2020-04-06	-	-
SRX8336053	3342692	162454	3180238	4.86%	1656615	255025	15.39%	504.27X	358.4461X	59.9293	38.53%	0.0017	2020-03-08	-	-
SRX8364410	898642	269	898373	0.03%	273351	273174	99.94%	1,302.93X	1,733.6746X	53.8218	38.24%	0.0013	2020-03-03	-	-
SRX8055181	330878	0	330878	0.00%	232011	231989	99.99%	1,153.8776X	758.0312X	59.9941	37.6%	0.0006	2020-03	-	-
SRX8171602	-	-	-	-	-	-	-	-	-	-	-	-	2020-04	-	-
SRX8325823	-	-	-	-	-	-	-	-	-	-	-	-	2020-04-02	-	-
SRX8055175	248938	0	248938	0.00%	161585	161569	99.99%	798.798X	459.4307X	59.9951	37.8%	0.0005	2020-03	-	-
SRX8173994	623732	249	623483	0.04%	297966	297905	99.98%	1,421.844X	1,000.7066X	59.6754	38.58%	0.0017	2020-04-03	-	-
SRX8237203	285554	85	285469	0.03%	162831	162739	99.94%	801.7404X	528.8901X	59.8276	37.99%	0.0015	2020-03-28	-	-
SRX8336065	6657930	390154	6267776	5.86%	5040458	260314	5.16%	425.1945X	827.452X	59.8448	38.7%	0.002	2020-03-05	-	-
SRX8237204	291360	2389	288971	0.82%	123268	120304	97.6%	588.1537X	874.4612X	47.2232	38.16%	0.0009	2020-03-31	-	-
SRX8173993	366988	220	366768	0.06%	180084	176668	98.1%	840.0435X	914.4898X	59.4353	38.88%	0.0019	2020-04-03	-	-
SRX7989192	406068	40	406028	0.01%	213044	212881	99.92%	1,051.2533X	619.4029X	59.6937	37.85%	0.0007	2020-03	-	-
SRX8052683	1480436	483510	996926	32.66%	29348	17897	60.98%	142.1139X	202.4062X	41.9006	37.24%	0.0007	2019-01-19	-	-
SRX8174001	233834	0	233834	0.00%	137774	137746	99.98%	679.1278X	466.2033X	59.575	38.06%	0.0009	2020-03-16	-	-
SRX8378930	221336	44	221292	0.02%	136871	136859	99.99%	668.9648X	462.2999X	59.6968	38.1%	0.0012	2020-04-03	-	-
SRX8174006	135226	40	135186	0.03%	72537	71542	98.63%	350.9407X	480.1466X	53.3819	37.88%	0.0011	2020-03-15	-	-
SRX8052684	1747552	537022	1210530	30.73%	37053	29611	79.92%	161.9201X	410.5814X	39.0565	38.93%	0.0028	2019-01-19	-	-
SRX8378937	255240	0	255240	0.00%	141185	141179	100%	689.2931X	634.4228X	59.6733	38.23%	0.0014	2020-04-07	-	-
SRX8264270	701074	0	701074	0.00%	4043	4028	99.63%	18.2249X	16.6145X	59.9912	38.01%	0.0025	05-Apr-2020	-	-
SRX8174030	340366	1599	338767	0.47%	167564	166569	99.41%	783.9523X	825.1119X	59.6929	38.47%	0.0009	2020-04-02	-	-
SRX8325152	-	-	-	-	-	-	-	-	-	-	-	-	2020-04	-	-
SRX8052679	1542720	158128	1384592	10.25%	46984	43819	93.26%	277.167X	846.7635X	59.3221	36.77%	0.0009	2019-01-19	-	-
SRX8378939	646308	193	646115	0.03%	273152	273027	99.95%	1,304.1464X	1,163.3463X	59.556	38.42%	0.0012	2020-04-07	-	-
SRX8325155	-	-	-	-	-	-	-	-	-	-	-	-	2020-04	-	-
SRX8174008	132836	0	132836	0.00%	92684	92679	99.99%	456.033X	351.6712X	59.691	37.99%	0.001	2020-03-17	-	-
SRX8287870	527442	0	527442	0.00%	335221	335199	99.99%	1,654.6666X	1,095.3567X	59.9953	37.66%	0.0009	2020-04-15	-	-
SRX8364393	353018	0	353018	0.00%	191887	191851	99.98%	939.3313X	639.1898X	59.6896	38.13%	0.0009	2020-04-07	-	-
SRX8287884	566842	0	566842	0.00%	315143	315128	100%	1,542.0152X	986.722X	59.9927	37.7%	0.0008	2020-04-07	-	-
SRX8378952	131956	13	131943	0.01%	93803	93800	100%	459.4121X	322.3097X	59.6629	38.08%	0.0014	2020-04-09	-	-
SRX8067734	655882	0	655882	0.00%	304207	304185	99.99%	1,465.2128X	1,052.147X	59.9034	38.26%	0.0008	2020-03-19	-	-
SRX8378955	14624	128	14496	0.88%	10000	8120	81.2%	39.03X	199.6125X	6.7681	35.94%	0.0011	2020-04-11	-	-
SRX8287883	483920	145	483775	0.03%	214715	214619	99.96%	1,047.6772X	900.4348X	59.6888	38.23%	0.0011	2020-04-06	-	-
SRX8287877	563340	450	562890	0.08%	249470	249370	99.96%	1,220.7268X	882.2135X	59.6878	38.2%	0.0012	2020-04-14	-	-
SRX8364394	737366	0	737366	0.00%	241659	241176	99.8%	1,170.7296X	1,448.9154X	58.0418	38.78%	0.0008	2020-04-01	-	-
SRX8325139	-	-	-	-	-	-	-	-	-	-	-	-	2020-04	-	-
SRX8084758	-	-	-	-	-	-	-	-	-	-	-	-	2020-03-29	-	-
SRX8067733	277878	0	277878	0.00%	154032	154032	100%	743.5434X	554.1159X	59.9924	38.2%	0.0007	2020-03-24	-	-
SRX8287848	323632	161	323471	0.05%	167246	162416	97.11%	787.4966X	775.171X	59.2487	38.21%	0.0009	2020-04-08	-	-
SRX8325130	-	-	-	-	-	-	-	-	-	-	-	-	2020-04	-	-
SRX8378963	143132	57	143075	0.04%	96310	96163	99.85%	468.996X	370.0942X	59.5353	38.58%	0.0015	2020-04-13	-	-
SRX8287841	170170	2195	167975	1.29%	98892	91821	92.85%	443.6842X	615.9062X	48.2222	39.15%	0.0029	2020-04-07	-	-
SRX8287846	458434	183	458251	0.04%	229750	229615	99.94%	1,128.9948X	740.7422X	59.6888	38.06%	0.0011	2020-04-07	-	-
SRX8084756	585038	0	585038	0.00%	292798	292734	99.98%	1,440.6153X	765.3527X	59.821	37.98%	0.0007	2020-03-17	-	-
SRX8325137	-	-	-	-	-	-	-	-	-	-	-	-	2020-04	-	-
SRX8378964	149498	74	149424	0.05%	103331	103246	99.92%	503.7126X	347.7757X	59.6943	38.39%	0.0013	2020-04-13	-	-
SRX8287879	890806	89	890717	0.01%	543361	543319	99.99%	2,691.694X	1,484.4418X	59.9943	37.63%	0.0008	2020-04-14	-	-
SRX8378938	187386	18	187368	0.01%	109053	108521	99.51%	530.718X	538.3288X	59.2474	38.15%	0.0014	2020-04-07	-	-
SRX8325154	-	-	-	-	-	-	-	-	-	-	-	-	2020-04	-	-
SRX8174009	150848	0	150848	0.00%	92194	92009	99.8%	452.8241X	409.8307X	59.395	38.06%	0.0011	2020-03-17	-	-
SRX8174031	457890	274	457616	0.06%	160030	159859	99.89%	758.1439X	1,220.087X	48.7966	38.15%	0.0006	2020-04-02	-	-
SRX8325153	-	-	-	-	-	-	-	-	-	-	-	-	2020-04	-	-
SRX8052678	1679778	58960	1620818	3.51%	53645	52511	97.89%	337.5459X	639.2016X	59.8266	37.98%	0.001	2019-01-19	-	-
SRX8052685	1693864	790865	902999	46.69%	24593	10221	41.56%	58.9305X	148.5231X	24.915	38.28%	0.0009	2019-01-19	-	-
SRX8174007	109028	0	109028	0.00%	80361	80360	100%	394.8985X	244.9807X	59.9937	37.82%	0.0009	2020-03-17	-	-
SRX8378936	12486	237	12249	1.90%	9347	9168	98.08%	44.0931X	151.2911X	24.8091	37.09%	0.0013	2020-03-15	-	-
SRX8174000	231738	0	231738	0.00%	149655	149628	99.98%	735.7855X	438.8655X	59.9935	37.85%	0.0008	2020-03-17	-	-
SRX8052682	1644158	726717	917441	44.20%	28542	17532	61.43%	103.3914X	155.7474X	37.7781	39.69%	0.0008	2019-01-19	-	-
SRX8378931	163638	0	163638	0.00%	107830	107827	100%	527.5639X	383.6234X	59.69	38.19%	0.0014	2020-04-03	-	-
SRX8325136	-	-	-	-	-	-	-	-	-	-	-	-	2020-04	-	-
SRX8378965	427638	598	427040	0.14%	199973	196015	98.02%	956.045X	941.3711X	58.6417	38.83%	0.0014	2020-04-13	-	-
SRX8287847	536746	107	536639	0.02%	269309	269193	99.96%	1,324.4177X	830.7432X	59.8436	37.79%	0.0009	2020-04-08	-	-
SRX8084757	423660	0	423660	0.00%	257923	257903	99.99%	1,273.7654X	764.9183X	59.8459	37.67%	0.0005	2020-03-19	-	-
SRX8287878	628040	439	627601	0.07%	295389	295285	99.96%	1,434.678X	874.8036X	59.6288	38.13%	0.0009	2020-04-15	-	-
SRX8325131	-	-	-	-	-	-	-	-	-	-	-	-	2020-04	-	-
SRX8378962	83356	275	83081	0.33%	56583	55385	97.88%	270.1587X	331.5768X	56.0931	38.54%	0.0017	2020-04-13	-	-
SRX8287876	49856	1311	48545	2.63%	32987	32711	99.16%	157.4048X	358.5817X	37.282	38.05%	0.0012	2020-04-14	-	-
SRX8364395	261616	0	261616	0.00%	152306	152285	99.99%	747.4041X	614.3493X	59.9936	38.16%	0.0008	2020-04-07	-	-
SRX8378954	15382	310	15072	2.02%	12333	10511	85.23%	50.4711X	138.6996X	24.3483	37.85%	0.0036	2020-04-11	-	-
SRX8287882	672802	0	672802	0.00%	366297	366269	99.99%	1,786.7475X	1,063.5034X	59.9881	37.66%	0.0009	2020-04-15	-	-
SRX8067732	237698	0	237698	0.00%	144031	144031	100%	696.3495X	462.4149X	59.9899	38.01%	0.0006	2020-03-23	-	-
SRX8213970	450368	0	450368	0.00%	212449	212449	100%	709.6869X	283.6983X	59.9872	37.75%	0.0008	2020-04	-	-
SRX8287849	474932	47	474885	0.01%	230417	230396	99.99%	1,126.3976X	772.019X	59.6864	38.13%	0.001	2020-04-08	-	-
SRX8325138	-	-	-	-	-	-	-	-	-	-	-	-	2020-04	-	-
SRX8287885	396362	435	395927	0.11%	186101	185898	99.89%	906.5988X	838.4435X	59.4265	38.4%	0.0017	2020-04-08	-	-
SRX8378953	24664	369	24295	1.50%	19636	9720	49.5%	47.3925X	186.5349X	7.6649	40.39%	0.0031	2020-04-10	-	-
SRX8287871	475108	285	474823	0.06%	230459	230409	99.98%	1,123.3499X	804.7643X	59.6303	38.17%	0.0011	2020-04-14	-	-
SRX8364392	659342	0	659342	0.00%	379171	379095	99.98%	1,861.2271X	1,113.212X	59.9924	37.74%	0.0007	2020-04-07	-	-
SRX8067735	691838	0	691838	0.00%	279362	279248	99.96%	1,328.2002X	1,277.1587X	59.5466	38.55%	0.0007	2020-03-20	-	-
