Sample	Total Reads After Trimming	Hisat2 Human Mapped Reads	Hisat2 Human Unmapped Reads	Hisat2 % Human Mapped Reads	Total Reads After Removing Duplicates	BWA-MEM SARS-CoV-2 Mapped Reads	BWA % SARS-CoV-2 Mapped Reads	Mean of Coverage Depth	Standard Deviation of Coverage Depth	Mean Mapping Quality	GC Percentage	Error Rate	Collection Date	Gender	Age
ERX4656128	995932	0	995932	0.00%	13318	13313	99.96%	37.404X	145.2379X	59.8714	39.09%	0.0023	-	-	-
ERX4591399	1420204	0	1420204	0.00%	12062	12058	99.97%	67.3026X	52.6147X	59.6863	38.26%	0.0013	-	-	-
ERX4663397	2341646	0	2341646	0.00%	12207	12207	100%	42.2126X	143.3627X	59.9687	39.1%	0.0019	-	-	-
ERX4657284	1189220	0	1189220	0.00%	8522	8517	99.94%	23.6799X	211.1937X	59.9967	38.89%	0.001	-	-	-
ERX4577081	1421624	0	1421624	0.00%	14394	14393	99.99%	77.0031X	56.9614X	59.9772	38.46%	0.0015	-	-	-
ERX4657696	2848726	0	2848726	0.00%	9660	9656	99.96%	30.9156X	206.4948X	59.9852	38.98%	0.0014	-	-	-
ERX4673009	2651572	0	2651572	0.00%	9325	9318	99.92%	30.7241X	185.0054X	59.9867	38.54%	0.0066	-	-	-
ERX4577050	1310130	0	1310130	0.00%	11570	11567	99.97%	66.7386X	47.7823X	59.9869	37.98%	0.0014	-	-	-
ERX4659255	2428022	0	2428022	0.00%	7649	7649	100%	27.3258X	59.0985X	59.9144	39.22%	0.0018	-	-	-
ERX4590898	1525918	0	1525918	0.00%	13311	13311	100%	72.7923X	66.3259X	59.9661	38.42%	0.0013	-	-	-
ERX4591443	1878754	0	1878754	0.00%	14369	14367	99.99%	83.5377X	45.5863X	59.9873	38.3%	0.0014	-	-	-
ERX4672697	1678422	0	1678422	0.00%	5958	5943	99.75%	18.3118X	147.9169X	59.9899	39.12%	0.0013	-	-	-
ERX4582421	1463348	0	1463348	0.00%	14174	14154	99.86%	74.0031X	108.5731X	59.9897	38.14%	0.0014	-	-	-
ERX4656184	1373944	0	1373944	0.00%	5927	5925	99.97%	22.615X	74.8901X	59.9807	38.62%	0.0013	-	-	-
ERX4659272	2366738	0	2366738	0.00%	9620	9620	100%	33.7638X	80.691X	59.95	39.23%	0.0016	-	-	-
ERX4656424	2965710	0	2965710	0.00%	13369	13360	99.93%	45.2031X	167.4288X	59.9884	38.66%	0.0012	-	-	-
ERX4656382	1926770	0	1926770	0.00%	12448	12444	99.97%	34.7186X	160.4588X	59.9775	39.4%	0.0014	-	-	-
ERX4659283	1686886	0	1686886	0.00%	4280	4279	99.98%	14.668X	55.5269X	59.9438	38.77%	0.0017	-	-	-
ERX4636329	1215998	0	1215998	0.00%	11819	11809	99.92%	64.4094X	57.5469X	59.9725	38.11%	0.0015	-	-	-
ERX4658872	1965920	0	1965920	0.00%	6085	6081	99.93%	22.0626X	100.1241X	59.9557	39.31%	0.0014	-	-	-
ERX4591581	1785504	0	1785504	0.00%	14716	14714	99.99%	86.5479X	49.2076X	59.9395	37.91%	0.0012	-	-	-
ERX4658814	2375464	0	2375464	0.00%	7767	7767	100%	26.2322X	119.6732X	59.9266	39.04%	0.0015	-	-	-
ERX4582574	1654644	0	1654644	0.00%	12029	12029	100%	72.8516X	31.5388X	59.9922	38.32%	0.0012	-	-	-
ERX4672811	1895798	0	1895798	0.00%	6428	6415	99.8%	25.3646X	76.715X	59.9888	39.07%	0.0016	-	-	-
ERX4658926	127524	0	127524	0.00%	1069	1068	99.91%	4.6874X	16.7798X	59.9931	38.92%	0.0012	-	-	-
ERX4610495	461010	0	461010	0.00%	7838	7824	99.82%	37.739X	77.7882X	59.686	38.5%	0.0012	-	-	-
ERX4659877	2716656	0	2716656	0.00%	22529	22529	100%	67.3346X	175.9573X	59.9584	39.52%	0.0016	-	-	-
ERX4636881	41622	0	41622	0.00%	1436	1244	86.63%	3.5513X	30.5608X	58.6422	38.72%	0.0011	-	-	-
ERX4656162	1468520	0	1468520	0.00%	8121	8110	99.86%	26.7455X	119.85X	59.9583	38.8%	0.0014	-	-	-
ERX4656885	1050056	0	1050056	0.00%	8815	8810	99.94%	24.8012X	189.8355X	59.9478	38.71%	0.0016	-	-	-
ERX4637104	2530642	0	2530642	0.00%	10510	10505	99.95%	33.8199X	190.1145X	59.9887	39.15%	0.0012	-	-	-
ERX4582630	740960	0	740960	0.00%	10216	10198	99.82%	49.8856X	95.0984X	59.9914	38.26%	0.0013	-	-	-
ERX4636779	528250	0	528250	0.00%	2240	2239	99.96%	8.0785X	34.6646X	59.9402	38.71%	0.0019	-	-	-
ERX4591604	1313592	0	1313592	0.00%	12741	12737	99.97%	70.724X	51.4216X	59.99	38.01%	0.0013	-	-	-
ERX4673075	1825408	0	1825408	0.00%	7679	7674	99.93%	25.4717X	155.7442X	59.9419	38.91%	0.0013	-	-	-
ERX4658897	1172958	0	1172958	0.00%	3804	3802	99.95%	13.2429X	83.6599X	59.9454	38.86%	0.0013	-	-	-
ERX4636906	938820	0	938820	0.00%	3990	3989	99.97%	13.5055X	54.038X	59.9765	39.17%	0.0021	-	-	-
ERX4663382	1437248	0	1437248	0.00%	7364	7364	100%	24.1496X	143.0718X	59.9841	38.52%	0.0064	-	-	-
ERX4582570	1479528	0	1479528	0.00%	12086	12051	99.71%	68.2088X	48.5003X	59.9907	38.11%	0.0013	-	-	-
ERX4637060	2179786	0	2179786	0.00%	11030	11021	99.92%	35.9149X	171.2256X	59.9449	39.11%	0.0013	-	-	-
ERX4636832	907402	0	907402	0.00%	4182	4182	100%	14.3019X	62.5088X	59.9694	38.99%	0.0017	-	-	-
ERX4657837	1371286	0	1371286	0.00%	6333	6314	99.7%	20.6275X	136.5706X	59.981	39.12%	0.0013	-	-	-
ERX4663040	1158804	0	1158804	0.00%	7940	7936	99.95%	21.3431X	193.252X	59.986	39.14%	0.0015	-	-	-
ERX4582620	1720808	0	1720808	0.00%	16571	16567	99.98%	93.3634X	53.2808X	59.9801	38.52%	0.0013	-	-	-
ERX4656967	2411504	0	2411504	0.00%	24366	24364	99.99%	87.0334X	158.7109X	59.9839	38.8%	0.0013	-	-	-
ERX4656494	52426	0	52426	0.00%	755	595	78.81%	2.921X	6.2022X	59.0317	38.73%	0.0021	-	-	-
ERX4576956	2201692	0	2201692	0.00%	17909	17909	100%	100.9492X	57.3955X	59.9818	38.41%	0.0012	-	-	-
ERX4636708	817320	0	817320	0.00%	2928	2928	100%	11.5273X	22.7202X	59.9658	39%	0.0019	-	-	-
ERX4636323	368636	0	368636	0.00%	4868	4867	99.98%	29.4883X	19.7989X	59.9981	38.17%	0.001	-	-	-
ERX4591580	1317828	0	1317828	0.00%	12084	12084	100%	71.7277X	41.9507X	59.9937	37.98%	0.0011	-	-	-
ERX4672695	2422312	0	2422312	0.00%	6131	6128	99.95%	23.4991X	95.5078X	59.9884	38.49%	0.0049	-	-	-
ERX4657060	2527358	0	2527358	0.00%	16679	16676	99.98%	37.0959X	429.32X	59.9489	39.25%	0.0016	-	-	-
ERX4637089	2323762	0	2323762	0.00%	7219	7216	99.96%	26.3977X	108.8121X	59.9831	39.25%	0.0015	-	-	-
ERX4582618	1095282	0	1095282	0.00%	10632	10598	99.68%	58.4451X	44.762X	59.9724	38.25%	0.0012	-	-	-
ERX4656393	1459246	0	1459246	0.00%	7483	7482	99.99%	20.9515X	170.8828X	59.985	38.21%	0.0087	-	-	-
ERX4656149	1512864	0	1512864	0.00%	7363	7357	99.92%	26.5144X	86.8903X	59.9506	38.72%	0.0014	-	-	-
ERX4582655	2333070	0	2333070	0.00%	15679	15641	99.76%	85.4004X	74.536X	59.9649	38.19%	0.0015	-	-	-
ERX4582447	2403538	0	2403538	0.00%	24203	24201	99.99%	134.2017X	93.4037X	59.9515	38.39%	0.0026	-	-	-
ERX4656283	1513452	0	1513452	0.00%	9038	9036	99.98%	32.2577X	97.0689X	59.9437	38.76%	0.0017	-	-	-
ERX4656125	1259512	0	1259512	0.00%	6896	6894	99.97%	27.511X	41.861X	59.9702	38.59%	0.0016	-	-	-
ERX4636889	44034	0	44034	0.00%	1272	686	53.93%	2.5614X	11.6388X	59.2226	38.77%	0.0017	-	-	-
ERX4636332	2135592	0	2135592	0.00%	16850	16838	99.93%	88.636X	124.4585X	59.9873	37.99%	0.0013	-	-	-
ERX4704347	2428514	0	2428514	0.00%	10025	10024	99.99%	34.4424X	135.9746X	59.9713	39.28%	0.0017	-	-	-
ERX4658046	361808	0	361808	0.00%	1203	1202	99.92%	6.1887X	10.8513X	59.6695	38.55%	0.0021	-	-	-
ERX4663433	1540612	0	1540612	0.00%	8170	8165	99.94%	26.9461X	144.7486X	59.9857	39.13%	0.0014	-	-	-
ERX4591337	1243760	0	1243760	0.00%	13096	13090	99.95%	77.6811X	51.8551X	59.9956	37.95%	0.0011	-	-	-
ERX4656142	1301784	0	1301784	0.00%	7692	7672	99.74%	25.8548X	100.4863X	59.9675	38.75%	0.0015	-	-	-
ERX4582467	2334744	0	2334744	0.00%	22378	22368	99.96%	111.6019X	113.1598X	59.9371	38.33%	0.0016	-	-	-
ERX4577051	1526390	0	1526390	0.00%	14156	14155	99.99%	77.7039X	80.2303X	59.9792	38.05%	0.0014	-	-	-
ERX4637481	2385886	0	2385886	0.00%	17958	17948	99.94%	58.3883X	204.7691X	59.9853	38.88%	0.0013	-	-	-
ERX4656078	1052822	0	1052822	0.00%	8478	8477	99.99%	30.0244X	83.8206X	59.9278	38.75%	0.0017	-	-	-
ERX4591592	1808470	0	1808470	0.00%	14026	14014	99.91%	80.6138X	62.3733X	59.974	38.05%	0.0012	-	-	-
ERX4656797	1342154	0	1342154	0.00%	10459	10458	99.99%	33.2683X	131.4871X	59.9805	39.04%	0.0013	-	-	-
ERX4657221	2184390	0	2184390	0.00%	14988	14975	99.91%	51.8433X	170.0042X	59.966	38.82%	0.0013	-	-	-
ERX4637455	2992394	0	2992394	0.00%	16181	16161	99.88%	54.7757X	189.7561X	59.97	38.9%	0.0014	-	-	-
ERX4663446	1492536	0	1492536	0.00%	8072	8064	99.9%	23.7798X	175.5778X	59.9732	39.29%	0.0015	-	-	-
ERX4656465	3274660	0	3274660	0.00%	22395	22380	99.93%	71.5368X	225.7445X	59.9588	38.99%	0.0017	-	-	-
ERX4591644	2533944	0	2533944	0.00%	18974	18974	100%	106.6782X	59.7696X	59.98	38.25%	0.0015	-	-	-
ERX4659558	2040848	0	2040848	0.00%	7407	7407	100%	25.6365X	84.2746X	59.529	39.13%	0.0015	-	-	-
ERX4672893	1398098	0	1398098	0.00%	9438	9436	99.98%	28.9967X	141.0994X	59.9396	39.49%	0.002	-	-	-
ERX4582537	140978	14	140964	0.01%	3452	3441	99.68%	17.1377X	36.4769X	59.2451	38.96%	0.0011	-	-	-
ERX4659466	2264428	0	2264428	0.00%	6660	6660	100%	25.9919X	45.5056X	59.9459	39.19%	0.0016	-	-	-
ERX4673120	2174588	0	2174588	0.00%	8441	8435	99.93%	27.5554X	150.8602X	59.9733	39.06%	0.0015	-	-	-
ERX4636967	2814484	0	2814484	0.00%	17786	17782	99.98%	52.3743X	296.8319X	59.9517	39.11%	0.0014	-	-	-
ERX4591670	159466	0	159466	0.00%	2247	2244	99.87%	13.8494X	9.3921X	59.0821	38.36%	0.0015	-	-	-
ERX4656834	1873848	0	1873848	0.00%	7185	7185	100%	26.7126X	115.9499X	59.9934	39.2%	0.0013	-	-	-
ERX4637098	365624	0	365624	0.00%	4071	4070	99.98%	10.9945X	96.2478X	59.9971	39.2%	0.001	-	-	-
ERX4591502	679676	0	679676	0.00%	8530	8522	99.91%	48.9676X	34.3845X	59.9655	37.93%	0.0017	-	-	-
ERX4658388	3209280	0	3209280	0.00%	13774	13774	100%	35.907X	314.925X	59.968	39.54%	0.0012	-	-	-
ERX4659221	2580514	0	2580514	0.00%	8621	8621	100%	24.7411X	114.2467X	59.9456	39.25%	0.0052	-	-	-
ERX4636764	898458	0	898458	0.00%	2434	2433	99.96%	9.9857X	28.3752X	59.9868	38.73%	0.0017	-	-	-
ERX4704907	1249944	0	1249944	0.00%	4010	4010	100%	16.9478X	28.5095X	59.9732	38.62%	0.0015	-	-	-
ERX4637462	100682	0	100682	0.00%	1485	1427	96.09%	4.3855X	35.1278X	59.8353	38.71%	0.0011	-	-	-
ERX4610474	863648	0	863648	0.00%	9071	9049	99.76%	51.6337X	34.2538X	59.9945	38.16%	0.0014	-	-	-
ERX4656073	785448	0	785448	0.00%	5498	5497	99.98%	16.4333X	100.4582X	59.9493	38.39%	0.0068	-	-	-
ERX4658340	2111340	0	2111340	0.00%	12845	12845	100%	38.31X	168.9124X	59.9731	39.39%	0.0014	-	-	-
ERX4582594	2148954	0	2148954	0.00%	18584	18583	99.99%	101.7506X	70.0905X	59.9799	38.45%	0.0013	-	-	-
ERX4673111	1215942	0	1215942	0.00%	6609	6603	99.91%	18.8981X	163.1446X	59.9579	39.05%	0.0015	-	-	-
ERX4658574	1983094	0	1983094	0.00%	12994	12990	99.97%	30.1821X	349.8659X	59.9403	39.21%	0.0015	-	-	-
ERX4577130	1964742	0	1964742	0.00%	13829	13829	100%	80.2037X	47.4748X	59.9866	38.15%	0.0013	-	-	-
ERX4672714	617804	0	617804	0.00%	3707	3705	99.95%	11.9838X	84.6566X	59.9922	39.21%	0.0016	-	-	-
ERX4591322	1140922	0	1140922	0.00%	11321	11318	99.97%	64.7388X	40.7095X	59.9751	38.02%	0.0019	-	-	-
ERX4663417	1070074	0	1070074	0.00%	3065	3064	99.97%	12.451X	49.0814X	59.9904	38.89%	0.0015	-	-	-
ERX4656440	1978854	0	1978854	0.00%	11095	11093	99.98%	29.8749X	210.4279X	59.9748	39.12%	0.0014	-	-	-
ERX4637126	540922	0	540922	0.00%	4015	4013	99.95%	11.4696X	110.9157X	59.9859	38.17%	0.0095	-	-	-
ERX4591312	714984	0	714984	0.00%	8167	8164	99.96%	48.1584X	32.818X	59.9855	38%	0.0018	-	-	-
ERX4591389	824626	0	824626	0.00%	10089	10084	99.95%	59.2271X	39.1287X	59.9846	37.85%	0.0017	-	-	-
ERX4582674	857112	0	857112	0.00%	8092	8060	99.6%	44.1608X	37.3448X	59.9875	38.67%	0.0014	-	-	-
ERX4636310	2371382	0	2371382	0.00%	17778	17771	99.96%	107.2479X	55.6136X	59.9847	38.08%	0.0012	-	-	-
ERX4591616	2439772	0	2439772	0.00%	18842	18841	99.99%	104.5689X	74.2789X	59.9854	38.16%	0.0012	-	-	-
ERX4591562	1497644	0	1497644	0.00%	12015	11998	99.86%	68.7315X	51.9559X	59.9906	37.92%	0.0014	-	-	-
ERX4636829	698672	0	698672	0.00%	3685	3684	99.97%	11.934X	53.7163X	59.9866	39.22%	0.002	-	-	-
ERX4591583	1046196	0	1046196	0.00%	10401	10398	99.97%	61.3586X	35.1207X	59.9868	38.01%	0.0011	-	-	-
ERX4582693	2281476	0	2281476	0.00%	18297	18291	99.97%	102.3065X	64.7422X	59.9819	38.44%	0.0014	-	-	-
ERX4591454	1463966	0	1463966	0.00%	11971	11969	99.98%	69.6134X	42.4298X	59.9908	38.33%	0.0012	-	-	-
ERX4659281	2075632	0	2075632	0.00%	3658	3658	100%	14.5761X	43.5601X	59.8767	38.91%	0.0015	-	-	-
ERX4656395	3107380	0	3107380	0.00%	16779	16754	99.85%	52.7011X	244.8933X	59.9718	38.88%	0.0014	-	-	-
ERX4591062	1804604	0	1804604	0.00%	15289	15288	99.99%	82.9414X	77.6823X	59.9496	38.21%	0.0014	-	-	-
ERX4636558	1141006	0	1141006	0.00%	6095	6095	100%	16.3175X	159.0112X	59.9954	39%	0.0015	-	-	-
ERX4659151	960744	0	960744	0.00%	6095	6094	99.98%	15.9578X	128.8597X	59.9743	39.6%	0.0018	-	-	-
ERX4636762	788006	0	788006	0.00%	3797	3797	100%	12.2837X	70.9543X	59.9569	38.97%	0.0016	-	-	-
ERX4582642	2244468	0	2244468	0.00%	15126	15123	99.98%	85.5535X	53.2307X	59.9879	38.36%	0.0013	-	-	-
ERX4636513	1170536	0	1170536	0.00%	4420	4420	100%	13.9951X	89.457X	59.9708	38.78%	0.0016	-	-	-
ERX4591070	1822512	0	1822512	0.00%	15060	15060	100%	82.4682X	78.262X	59.9925	38.25%	0.0011	-	-	-
ERX4591579	2053258	0	2053258	0.00%	15125	15122	99.98%	85.5824X	64.1758X	59.9881	38.06%	0.0011	-	-	-
ERX4673252	379304	0	379304	0.00%	2489	2487	99.92%	8.2808X	58.2754X	59.9938	38.78%	0.0016	-	-	-
ERX4673245	216804	0	216804	0.00%	1613	1613	100%	6.2265X	23.328X	59.6958	38.83%	0.0036	-	-	-
ERX4672702	2407368	0	2407368	0.00%	6649	6642	99.89%	26.5653X	74.36X	59.9889	38.77%	0.0039	-	-	-
ERX4577044	589970	0	589970	0.00%	7653	7651	99.97%	45.1253X	29.223X	59.9699	37.9%	0.0011	-	-	-
ERX4663435	1986210	0	1986210	0.00%	5942	5941	99.98%	21.8939X	98.552X	59.9316	38.96%	0.0016	-	-	-
ERX4663377	1444774	0	1444774	0.00%	7998	7993	99.94%	25.3472X	143.4158X	59.9026	39.13%	0.0019	-	-	-
ERX4659211	2065162	0	2065162	0.00%	6442	6438	99.94%	20.3681X	142.962X	59.9198	39.1%	0.0014	-	-	-
ERX4636682	753580	0	753580	0.00%	2858	2856	99.93%	9.4828X	54.5478X	59.9956	38.76%	0.0016	-	-	-
ERX4656079	1350200	0	1350200	0.00%	10514	10510	99.96%	32.8903X	127.2679X	59.9093	38.92%	0.0026	-	-	-
ERX4658974	2299484	0	2299484	0.00%	8752	8751	99.99%	29.3289X	145.793X	59.9758	39.13%	0.0015	-	-	-
ERX4662475	1795338	0	1795338	0.00%	14611	14604	99.95%	50.5008X	135.3207X	59.9481	38.92%	0.0019	-	-	-
ERX4663405	850582	0	850582	0.00%	2939	2937	99.93%	11.4067X	52.8044X	59.9968	38.75%	0.0014	-	-	-
ERX4656067	1086876	0	1086876	0.00%	8285	8282	99.96%	29.3277X	81.0132X	59.9574	38.92%	0.0016	-	-	-
ERX4637373	2269290	0	2269290	0.00%	8203	8190	99.84%	27.7062X	124.1063X	59.9918	38.88%	0.0013	-	-	-
ERX4673113	1332112	0	1332112	0.00%	6272	6265	99.89%	18.6736X	164.4568X	59.9964	38.42%	0.0088	-	-	-
ERX4591340	811366	0	811366	0.00%	9168	9166	99.98%	54.0884X	29.9709X	59.9866	37.99%	0.0012	-	-	-
ERX4591292	1050148	0	1050148	0.00%	10226	10223	99.97%	60.4492X	37.861X	59.9898	37.94%	0.0011	-	-	-
ERX4673005	2612760	0	2612760	0.00%	8589	8575	99.84%	30.7659X	129.9436X	59.956	38.72%	0.0055	-	-	-
ERX4673048	39088	0	39088	0.00%	366	355	96.99%	2.2418X	1.7329X	59.9977	38.9%	0.0012	-	-	-
ERX4663522	800904	0	800904	0.00%	3765	3762	99.92%	12.2948X	86.6178X	59.9985	38.72%	0.0013	-	-	-
ERX4672837	710000	0	710000	0.00%	2834	2831	99.89%	10.5031X	50.4043X	59.9967	38.91%	0.0013	-	-	-
ERX4591633	1057740	0	1057740	0.00%	12106	12097	99.93%	69.7882X	60.9125X	59.9927	37.92%	0.0012	-	-	-
ERX4636312	2110860	0	2110860	0.00%	16318	16298	99.88%	89.1198X	76.411X	59.9724	38.16%	0.0015	-	-	-
ERX4656300	1403960	0	1403960	0.00%	7451	7451	100%	26.5128X	84.515X	59.9482	38.93%	0.0016	-	-	-
ERX4591094	1242916	0	1242916	0.00%	12628	12610	99.86%	70.6107X	57.7379X	59.9806	37.99%	0.0013	-	-	-
ERX4672807	2135014	0	2135014	0.00%	11626	11622	99.97%	42.0032X	108.2665X	59.9825	39.24%	0.0016	-	-	-
ERX4582580	915504	0	915504	0.00%	16521	16521	100%	94.2773X	44.9633X	59.9889	38.48%	0.0013	-	-	-
ERX4582504	2466628	0	2466628	0.00%	20101	20096	99.98%	108.5542X	95.5031X	59.9898	38.41%	0.0013	-	-	-
ERX4656151	909972	0	909972	0.00%	5580	5575	99.91%	18.9721X	72.6168X	59.9556	38.86%	0.0015	-	-	-
ERX4672693	2729888	0	2729888	0.00%	11217	11215	99.98%	38.2224X	158.3898X	59.9626	39.11%	0.0017	-	-	-
ERX4662466	925888	0	925888	0.00%	8034	8030	99.95%	22.972X	170.034X	59.975	38.75%	0.0012	-	-	-
ERX4582647	1523006	0	1523006	0.00%	11627	11590	99.68%	67.7109X	40.8687X	59.9908	37.99%	0.0013	-	-	-
ERX4659050	1294600	0	1294600	0.00%	8312	8310	99.98%	20.1275X	254.3225X	59.9944	37.99%	0.0118	-	-	-
ERX4591364	1871836	0	1871836	0.00%	15469	15466	99.98%	84.8688X	59.281X	59.9751	38.24%	0.0014	-	-	-
ERX4656355	2359828	0	2359828	0.00%	11059	11046	99.88%	40.3503X	108.374X	59.9771	38.81%	0.0014	-	-	-
ERX4659592	1431518	0	1431518	0.00%	5354	5354	100%	19.7904X	62.9899X	59.9734	38.97%	0.0016	-	-	-
ERX4636508	104646	0	104646	0.00%	3435	3421	99.59%	7.4318X	112.0124X	59.9975	39.38%	0.001	-	-	-
ERX4582402	2154094	0	2154094	0.00%	18521	18519	99.99%	104.7287X	72.2936X	59.9721	38.16%	0.0016	-	-	-
ERX4637203	1807674	0	1807674	0.00%	7931	7930	99.99%	27.0733X	132.8963X	59.9562	39.55%	0.0014	-	-	-
ERX4657646	2587624	0	2587624	0.00%	13069	13068	99.99%	37.528X	276.0032X	59.902	39.01%	0.0015	-	-	-
ERX4659170	1532394	0	1532394	0.00%	4458	4457	99.98%	15.9895X	83.2141X	59.9816	38.88%	0.0015	-	-	-
ERX4591498	329558	0	329558	0.00%	4895	4888	99.86%	29.558X	16.6738X	59.9658	38.17%	0.0014	-	-	-
ERX4673021	1488874	0	1488874	0.00%	7480	7477	99.96%	22.2319X	171.8169X	59.9941	39.04%	0.0014	-	-	-
ERX4591440	979826	0	979826	0.00%	10495	10490	99.95%	61.4196X	37.248X	59.9772	37.98%	0.0014	-	-	-
ERX4576406	2013416	0	2013416	0.00%	19026	18978	99.75%	108.0785X	69.9357X	59.9828	38.16%	0.0013	-	-	-
ERX4662506	28682	0	28682	0.00%	855	840	98.25%	3.117X	13.8396X	59.6891	38.38%	0.0013	-	-	-
ERX4704408	169936	0	169936	0.00%	1366	1366	100%	5.1492X	28.5686X	59.9629	39%	0.0018	-	-	-
ERX4636674	729850	0	729850	0.00%	3838	3837	99.97%	12.9024X	45.4099X	59.9971	39.19%	0.0016	-	-	-
ERX4637422	2482544	0	2482544	0.00%	13367	13358	99.93%	45.3906X	107.6059X	59.9902	38.85%	0.0014	-	-	-
